instance_type,time_stump,region,zone,price
m3.large,2019-09-15 23:55,ap-northeast-1,ap-northeast-1c,0.034600
r3.xlarge,2019-09-15 21:52,ap-northeast-1,ap-northeast-1c,0.068800
m5.xlarge,2019-09-15 17:17,ap-northeast-1,ap-northeast-1c,0.070600
r5d.xlarge,2019-09-15 15:34,ap-northeast-1,ap-northeast-1c,0.073400
m5.large,2019-09-15 08:34,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-09-15 06:41,ap-northeast-1,ap-northeast-1c,0.164800
m3.large,2019-09-15 23:55,ap-northeast-1,ap-northeast-1c,0.034600
r3.xlarge,2019-09-15 21:52,ap-northeast-1,ap-northeast-1c,0.068800
m5.xlarge,2019-09-15 17:17,ap-northeast-1,ap-northeast-1c,0.070600
r5d.xlarge,2019-09-15 15:34,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-15 13:36,ap-northeast-1,ap-northeast-1c,0.070700
r3.xlarge,2019-09-15 10:35,ap-northeast-1,ap-northeast-1c,0.068700
m5.large,2019-09-15 08:34,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-09-15 06:41,ap-northeast-1,ap-northeast-1c,0.164800
m5.large,2019-09-15 04:05,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-09-15 01:07,ap-northeast-1,ap-northeast-1c,0.164400
m3.large,2019-09-14 23:54,ap-northeast-1,ap-northeast-1c,0.034600
m5.xlarge,2019-09-14 18:01,ap-northeast-1,ap-northeast-1c,0.070700
m5.2xlarge,2019-09-14 18:00,ap-northeast-1,ap-northeast-1c,0.163800
r5d.xlarge,2019-09-14 17:44,ap-northeast-1,ap-northeast-1c,0.073400
r3.xlarge,2019-09-14 17:02,ap-northeast-1,ap-northeast-1c,0.068600
m5.large,2019-09-14 04:05,ap-northeast-1,ap-northeast-1c,0.035200
m3.large,2019-09-14 23:54,ap-northeast-1,ap-northeast-1c,0.034600
m5.xlarge,2019-09-14 18:01,ap-northeast-1,ap-northeast-1c,0.070700
m5.2xlarge,2019-09-14 18:00,ap-northeast-1,ap-northeast-1c,0.163800
r5d.xlarge,2019-09-14 17:44,ap-northeast-1,ap-northeast-1c,0.073400
r3.xlarge,2019-09-14 17:02,ap-northeast-1,ap-northeast-1c,0.068600
r3.xlarge,2019-09-14 12:36,ap-northeast-1,ap-northeast-1c,0.068500
m5.2xlarge,2019-09-14 11:53,ap-northeast-1,ap-northeast-1c,0.163900
r5d.xlarge,2019-09-14 08:36,ap-northeast-1,ap-northeast-1c,0.073300
m5.2xlarge,2019-09-14 06:11,ap-northeast-1,ap-northeast-1c,0.164100
r3.xlarge,2019-09-14 04:38,ap-northeast-1,ap-northeast-1c,0.068500
m5.large,2019-09-14 04:05,ap-northeast-1,ap-northeast-1c,0.035200
m5.xlarge,2019-09-14 03:57,ap-northeast-1,ap-northeast-1c,0.070800
m5.2xlarge,2019-09-14 00:03,ap-northeast-1,ap-northeast-1c,0.163800
m3.large,2019-09-13 23:54,ap-northeast-1,ap-northeast-1c,0.034600
m5.large,2019-09-13 21:23,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-09-13 20:36,ap-northeast-1,ap-northeast-1c,0.163900
r3.xlarge,2019-09-13 16:14,ap-northeast-1,ap-northeast-1c,0.068400
m5.xlarge,2019-09-13 11:13,ap-northeast-1,ap-northeast-1c,0.070900
r5d.xlarge,2019-09-13 08:36,ap-northeast-1,ap-northeast-1c,0.073300
m3.large,2019-09-13 23:54,ap-northeast-1,ap-northeast-1c,0.034600
m3.large,2019-09-13 23:36,ap-northeast-1,ap-northeast-1c,0.034500
m5.large,2019-09-13 21:23,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-09-13 20:36,ap-northeast-1,ap-northeast-1c,0.163900
m5.2xlarge,2019-09-13 19:02,ap-northeast-1,ap-northeast-1c,0.163900
m3.large,2019-09-13 19:01,ap-northeast-1,ap-northeast-1c,0.034500
r3.xlarge,2019-09-13 16:14,ap-northeast-1,ap-northeast-1c,0.068400
m5.large,2019-09-13 14:51,ap-northeast-1,ap-northeast-1c,0.035200
m3.large,2019-09-13 12:45,ap-northeast-1,ap-northeast-1c,0.034600
m5.2xlarge,2019-09-13 12:12,ap-northeast-1,ap-northeast-1c,0.163400
m5.xlarge,2019-09-13 11:13,ap-northeast-1,ap-northeast-1c,0.070900
m5.large,2019-09-13 09:50,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-13 08:36,ap-northeast-1,ap-northeast-1c,0.068300
r5d.xlarge,2019-09-13 08:36,ap-northeast-1,ap-northeast-1c,0.073300
m3.large,2019-09-13 08:01,ap-northeast-1,ap-northeast-1c,0.034500
m5.xlarge,2019-09-13 07:34,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-13 07:02,ap-northeast-1,ap-northeast-1c,0.163300
r5d.xlarge,2019-09-13 05:34,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-13 04:16,ap-northeast-1,ap-northeast-1c,0.068300
m3.large,2019-09-13 01:53,ap-northeast-1,ap-northeast-1c,0.034400
m5.2xlarge,2019-09-13 01:12,ap-northeast-1,ap-northeast-1c,0.163200
r3.xlarge,2019-09-12 23:32,ap-northeast-1,ap-northeast-1c,0.068400
m3.large,2019-09-12 19:29,ap-northeast-1,ap-northeast-1c,0.034300
m5.2xlarge,2019-09-12 19:04,ap-northeast-1,ap-northeast-1c,0.163400
m5.large,2019-09-12 14:12,ap-northeast-1,ap-northeast-1c,0.035200
m5.xlarge,2019-09-12 08:15,ap-northeast-1,ap-northeast-1c,0.071000
r5d.xlarge,2019-09-12 05:34,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-12 23:32,ap-northeast-1,ap-northeast-1c,0.068400
m3.large,2019-09-12 19:29,ap-northeast-1,ap-northeast-1c,0.034300
m5.2xlarge,2019-09-12 19:04,ap-northeast-1,ap-northeast-1c,0.163400
m5.2xlarge,2019-09-12 18:36,ap-northeast-1,ap-northeast-1c,0.163600
m5.2xlarge,2019-09-12 14:28,ap-northeast-1,ap-northeast-1c,0.163600
m5.large,2019-09-12 14:12,ap-northeast-1,ap-northeast-1c,0.035200
r3.xlarge,2019-09-12 11:16,ap-northeast-1,ap-northeast-1c,0.068300
m5.xlarge,2019-09-12 08:15,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-12 07:55,ap-northeast-1,ap-northeast-1c,0.164000
m3.large,2019-09-12 07:47,ap-northeast-1,ap-northeast-1c,0.034400
r5d.xlarge,2019-09-12 05:34,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-12 04:36,ap-northeast-1,ap-northeast-1c,0.068200
r3.xlarge,2019-09-12 00:24,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-09-12 00:24,ap-northeast-1,ap-northeast-1c,0.163700
m5.large,2019-09-11 21:37,ap-northeast-1,ap-northeast-1c,0.035300
m3.large,2019-09-11 18:34,ap-northeast-1,ap-northeast-1c,0.034300
m5.2xlarge,2019-09-11 17:43,ap-northeast-1,ap-northeast-1c,0.164100
r3.xlarge,2019-09-11 12:59,ap-northeast-1,ap-northeast-1c,0.068100
r5d.xlarge,2019-09-11 10:12,ap-northeast-1,ap-northeast-1c,0.073300
m5.xlarge,2019-09-11 08:14,ap-northeast-1,ap-northeast-1c,0.071000
m5.large,2019-09-11 21:37,ap-northeast-1,ap-northeast-1c,0.035300
m3.large,2019-09-11 18:34,ap-northeast-1,ap-northeast-1c,0.034300
m5.2xlarge,2019-09-11 17:43,ap-northeast-1,ap-northeast-1c,0.164100
m5.2xlarge,2019-09-11 13:07,ap-northeast-1,ap-northeast-1c,0.164000
r3.xlarge,2019-09-11 12:59,ap-northeast-1,ap-northeast-1c,0.068100
m3.large,2019-09-11 10:12,ap-northeast-1,ap-northeast-1c,0.034300
r5d.xlarge,2019-09-11 10:12,ap-northeast-1,ap-northeast-1c,0.073300
m5.xlarge,2019-09-11 08:14,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-11 07:58,ap-northeast-1,ap-northeast-1c,0.163700
m3.large,2019-09-11 05:27,ap-northeast-1,ap-northeast-1c,0.034100
m5.2xlarge,2019-09-11 01:42,ap-northeast-1,ap-northeast-1c,0.162700
r3.xlarge,2019-09-11 01:36,ap-northeast-1,ap-northeast-1c,0.068000
m3.large,2019-09-11 00:51,ap-northeast-1,ap-northeast-1c,0.034000
m5.large,2019-09-10 21:36,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-10 20:52,ap-northeast-1,ap-northeast-1c,0.068000
m5.2xlarge,2019-09-10 19:42,ap-northeast-1,ap-northeast-1c,0.162800
m5.xlarge,2019-09-10 19:36,ap-northeast-1,ap-northeast-1c,0.070900
m3.large,2019-09-10 18:27,ap-northeast-1,ap-northeast-1c,0.033900
r5d.xlarge,2019-09-10 10:11,ap-northeast-1,ap-northeast-1c,0.073300
m5.large,2019-09-10 21:36,ap-northeast-1,ap-northeast-1c,0.035300
m5.large,2019-09-10 21:31,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-10 20:52,ap-northeast-1,ap-northeast-1c,0.068000
m5.2xlarge,2019-09-10 19:42,ap-northeast-1,ap-northeast-1c,0.162800
m5.large,2019-09-10 19:36,ap-northeast-1,ap-northeast-1c,0.035400
m5.xlarge,2019-09-10 19:36,ap-northeast-1,ap-northeast-1c,0.070900
m3.large,2019-09-10 18:27,ap-northeast-1,ap-northeast-1c,0.033900
m5.2xlarge,2019-09-10 14:08,ap-northeast-1,ap-northeast-1c,0.163100
m3.large,2019-09-10 11:46,ap-northeast-1,ap-northeast-1c,0.033800
r5d.xlarge,2019-09-10 10:11,ap-northeast-1,ap-northeast-1c,0.073300
m5.2xlarge,2019-09-10 07:10,ap-northeast-1,ap-northeast-1c,0.162300
m3.large,2019-09-10 07:03,ap-northeast-1,ap-northeast-1c,0.033600
m3.large,2019-09-10 01:52,ap-northeast-1,ap-northeast-1c,0.033400
m5.2xlarge,2019-09-10 00:12,ap-northeast-1,ap-northeast-1c,0.161600
r3.xlarge,2019-09-09 20:52,ap-northeast-1,ap-northeast-1c,0.068000
m5.xlarge,2019-09-09 19:36,ap-northeast-1,ap-northeast-1c,0.070900
m5.large,2019-09-09 19:36,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-09 16:49,ap-northeast-1,ap-northeast-1c,0.161400
m3.large,2019-09-09 15:01,ap-northeast-1,ap-northeast-1c,0.033300
r5d.xlarge,2019-09-09 10:11,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-09 20:52,ap-northeast-1,ap-northeast-1c,0.068000
m5.xlarge,2019-09-09 19:36,ap-northeast-1,ap-northeast-1c,0.070900
m5.large,2019-09-09 19:36,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-09 16:49,ap-northeast-1,ap-northeast-1c,0.161400
m3.large,2019-09-09 15:01,ap-northeast-1,ap-northeast-1c,0.033300
m5.2xlarge,2019-09-09 10:36,ap-northeast-1,ap-northeast-1c,0.160600
m5.2xlarge,2019-09-09 10:16,ap-northeast-1,ap-northeast-1c,0.160600
r5d.xlarge,2019-09-09 10:11,ap-northeast-1,ap-northeast-1c,0.073300
m5.2xlarge,2019-09-09 03:43,ap-northeast-1,ap-northeast-1c,0.159700
r3.xlarge,2019-09-09 02:28,ap-northeast-1,ap-northeast-1c,0.067900
m5.xlarge,2019-09-09 01:55,ap-northeast-1,ap-northeast-1c,0.070900
m3.large,2019-09-08 23:19,ap-northeast-1,ap-northeast-1c,0.033200
m5.2xlarge,2019-09-08 22:59,ap-northeast-1,ap-northeast-1c,0.159400
m5.large,2019-09-08 22:26,ap-northeast-1,ap-northeast-1c,0.035400
m5.xlarge,2019-09-08 13:15,ap-northeast-1,ap-northeast-1c,0.071000
r5d.xlarge,2019-09-08 10:10,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-08 09:21,ap-northeast-1,ap-northeast-1c,0.068000
m3.large,2019-09-08 23:19,ap-northeast-1,ap-northeast-1c,0.033200
m5.2xlarge,2019-09-08 22:59,ap-northeast-1,ap-northeast-1c,0.159400
m5.large,2019-09-08 22:26,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-08 18:07,ap-northeast-1,ap-northeast-1c,0.159700
m5.xlarge,2019-09-08 13:15,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-08 12:24,ap-northeast-1,ap-northeast-1c,0.160100
r5d.xlarge,2019-09-08 10:10,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-08 09:21,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-08 08:06,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-08 08:06,ap-northeast-1,ap-northeast-1c,0.070900
m5.2xlarge,2019-09-08 07:49,ap-northeast-1,ap-northeast-1c,0.160300
m5.2xlarge,2019-09-08 01:32,ap-northeast-1,ap-northeast-1c,0.159600
m3.large,2019-09-07 23:19,ap-northeast-1,ap-northeast-1c,0.033200
m5.large,2019-09-07 22:46,ap-northeast-1,ap-northeast-1c,0.035300
m5.xlarge,2019-09-07 20:07,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-07 19:33,ap-northeast-1,ap-northeast-1c,0.160200
r3.xlarge,2019-09-07 09:20,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-07 08:05,ap-northeast-1,ap-northeast-1c,0.073400
m3.large,2019-09-07 23:19,ap-northeast-1,ap-northeast-1c,0.033200
m5.large,2019-09-07 22:46,ap-northeast-1,ap-northeast-1c,0.035300
m5.xlarge,2019-09-07 20:07,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-09-07 19:33,ap-northeast-1,ap-northeast-1c,0.160200
m5.xlarge,2019-09-07 14:10,ap-northeast-1,ap-northeast-1c,0.071100
m5.2xlarge,2019-09-07 13:42,ap-northeast-1,ap-northeast-1c,0.160400
m5.large,2019-09-07 11:36,ap-northeast-1,ap-northeast-1c,0.035400
r3.xlarge,2019-09-07 09:20,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-07 08:05,ap-northeast-1,ap-northeast-1c,0.073400
m5.2xlarge,2019-09-07 07:34,ap-northeast-1,ap-northeast-1c,0.160500
m3.large,2019-09-07 05:36,ap-northeast-1,ap-northeast-1c,0.033300
m5.large,2019-09-07 03:54,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-07 01:43,ap-northeast-1,ap-northeast-1c,0.160300
m5.2xlarge,2019-09-06 20:00,ap-northeast-1,ap-northeast-1c,0.160800
m5.xlarge,2019-09-06 14:10,ap-northeast-1,ap-northeast-1c,0.071100
m3.large,2019-09-06 12:30,ap-northeast-1,ap-northeast-1c,0.033300
r3.xlarge,2019-09-06 09:20,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-06 08:05,ap-northeast-1,ap-northeast-1c,0.073400
m5.large,2019-09-06 03:53,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-06 20:00,ap-northeast-1,ap-northeast-1c,0.160800
m5.xlarge,2019-09-06 14:10,ap-northeast-1,ap-northeast-1c,0.071100
m5.2xlarge,2019-09-06 13:37,ap-northeast-1,ap-northeast-1c,0.160900
m3.large,2019-09-06 12:30,ap-northeast-1,ap-northeast-1c,0.033300
r3.xlarge,2019-09-06 09:20,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-06 08:05,ap-northeast-1,ap-northeast-1c,0.073400
m5.2xlarge,2019-09-06 08:02,ap-northeast-1,ap-northeast-1c,0.159700
m5.large,2019-09-06 03:53,ap-northeast-1,ap-northeast-1c,0.035400
m3.large,2019-09-05 23:57,ap-northeast-1,ap-northeast-1c,0.033400
m5.2xlarge,2019-09-05 19:30,ap-northeast-1,ap-northeast-1c,0.158800
m5.xlarge,2019-09-05 14:09,ap-northeast-1,ap-northeast-1c,0.071100
r3.xlarge,2019-09-05 09:19,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-05 08:04,ap-northeast-1,ap-northeast-1c,0.073400
m5.large,2019-09-05 03:53,ap-northeast-1,ap-northeast-1c,0.035400
m3.large,2019-09-05 23:57,ap-northeast-1,ap-northeast-1c,0.033400
m5.2xlarge,2019-09-05 19:30,ap-northeast-1,ap-northeast-1c,0.158800
m3.large,2019-09-05 17:51,ap-northeast-1,ap-northeast-1c,0.033500
m5.2xlarge,2019-09-05 14:29,ap-northeast-1,ap-northeast-1c,0.159100
m5.xlarge,2019-09-05 14:09,ap-northeast-1,ap-northeast-1c,0.071100
m5.xlarge,2019-09-05 10:51,ap-northeast-1,ap-northeast-1c,0.071100
m5.2xlarge,2019-09-05 09:45,ap-northeast-1,ap-northeast-1c,0.158900
r3.xlarge,2019-09-05 09:19,ap-northeast-1,ap-northeast-1c,0.068000
r5d.xlarge,2019-09-05 08:04,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-05 03:54,ap-northeast-1,ap-northeast-1c,0.071000
m5.large,2019-09-05 03:53,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-09-05 03:37,ap-northeast-1,ap-northeast-1c,0.157500
r3.xlarge,2019-09-05 00:53,ap-northeast-1,ap-northeast-1c,0.068100
m5.large,2019-09-04 23:10,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-09-04 22:36,ap-northeast-1,ap-northeast-1c,0.156600
m3.large,2019-09-04 17:51,ap-northeast-1,ap-northeast-1c,0.033500
m5.xlarge,2019-09-04 17:39,ap-northeast-1,ap-northeast-1c,0.070900
r5d.xlarge,2019-09-04 12:09,ap-northeast-1,ap-northeast-1c,0.073300
r3.xlarge,2019-09-04 00:52,ap-northeast-1,ap-northeast-1c,0.068100
m5.large,2019-09-04 23:10,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-09-04 22:36,ap-northeast-1,ap-northeast-1c,0.156600
m3.large,2019-09-04 17:51,ap-northeast-1,ap-northeast-1c,0.033500
m5.large,2019-09-04 17:44,ap-northeast-1,ap-northeast-1c,0.035400
m5.xlarge,2019-09-04 17:39,ap-northeast-1,ap-northeast-1c,0.070900
m5.2xlarge,2019-09-04 16:45,ap-northeast-1,ap-northeast-1c,0.156900
r5d.xlarge,2019-09-04 12:09,ap-northeast-1,ap-northeast-1c,0.073300
m5.large,2019-09-04 11:33,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-09-04 09:22,ap-northeast-1,ap-northeast-1c,0.156200
m3.large,2019-09-04 06:02,ap-northeast-1,ap-northeast-1c,0.033600
m5.2xlarge,2019-09-04 03:06,ap-northeast-1,ap-northeast-1c,0.155100
r3.xlarge,2019-09-04 00:52,ap-northeast-1,ap-northeast-1c,0.068100
m5.2xlarge,2019-09-03 20:08,ap-northeast-1,ap-northeast-1c,0.155300
m5.xlarge,2019-09-03 17:38,ap-northeast-1,ap-northeast-1c,0.070900
r5d.xlarge,2019-09-03 14:36,ap-northeast-1,ap-northeast-1c,0.073400
m3.large,2019-09-03 11:54,ap-northeast-1,ap-northeast-1c,0.033700
m5.large,2019-09-03 11:32,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-03 08:17,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-09-03 20:08,ap-northeast-1,ap-northeast-1c,0.155300
m5.xlarge,2019-09-03 17:38,ap-northeast-1,ap-northeast-1c,0.070900
r5d.xlarge,2019-09-03 14:36,ap-northeast-1,ap-northeast-1c,0.073400
m5.2xlarge,2019-09-03 14:08,ap-northeast-1,ap-northeast-1c,0.155400
m3.large,2019-09-03 11:54,ap-northeast-1,ap-northeast-1c,0.033700
m5.large,2019-09-03 11:32,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-03 08:17,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-09-03 06:45,ap-northeast-1,ap-northeast-1c,0.155000
m5.xlarge,2019-09-03 06:37,ap-northeast-1,ap-northeast-1c,0.070900
m3.large,2019-09-03 04:56,ap-northeast-1,ap-northeast-1c,0.033800
m5.2xlarge,2019-09-03 01:38,ap-northeast-1,ap-northeast-1c,0.153600
r3.xlarge,2019-09-03 01:19,ap-northeast-1,ap-northeast-1c,0.068100
m5.2xlarge,2019-09-03 00:38,ap-northeast-1,ap-northeast-1c,0.153600
m3.large,2019-09-02 23:39,ap-northeast-1,ap-northeast-1c,0.033900
m5.2xlarge,2019-09-02 18:13,ap-northeast-1,ap-northeast-1c,0.153400
r5d.xlarge,2019-09-02 14:36,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-02 13:38,ap-northeast-1,ap-northeast-1c,0.070800
m5.large,2019-09-02 11:32,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-09-02 06:48,ap-northeast-1,ap-northeast-1c,0.068200
m3.large,2019-09-02 23:39,ap-northeast-1,ap-northeast-1c,0.033900
m5.2xlarge,2019-09-02 18:13,ap-northeast-1,ap-northeast-1c,0.153400
m3.large,2019-09-02 17:15,ap-northeast-1,ap-northeast-1c,0.034000
r5d.xlarge,2019-09-02 14:36,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-02 13:38,ap-northeast-1,ap-northeast-1c,0.070800
m5.2xlarge,2019-09-02 12:55,ap-northeast-1,ap-northeast-1c,0.153200
m5.large,2019-09-02 11:32,ap-northeast-1,ap-northeast-1c,0.035300
m3.large,2019-09-02 10:00,ap-northeast-1,ap-northeast-1c,0.034100
m5.xlarge,2019-09-02 08:22,ap-northeast-1,ap-northeast-1c,0.070800
m5.2xlarge,2019-09-02 07:13,ap-northeast-1,ap-northeast-1c,0.153000
r3.xlarge,2019-09-02 06:48,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-09-02 01:47,ap-northeast-1,ap-northeast-1c,0.152500
m3.large,2019-09-01 22:38,ap-northeast-1,ap-northeast-1c,0.034200
r5d.xlarge,2019-09-01 22:35,ap-northeast-1,ap-northeast-1c,0.073500
m5.2xlarge,2019-09-01 18:15,ap-northeast-1,ap-northeast-1c,0.151800
m5.large,2019-09-01 15:22,ap-northeast-1,ap-northeast-1c,0.035200
r3.xlarge,2019-09-01 13:31,ap-northeast-1,ap-northeast-1c,0.068100
m5.xlarge,2019-09-01 08:22,ap-northeast-1,ap-northeast-1c,0.070800
m3.large,2019-09-01 22:38,ap-northeast-1,ap-northeast-1c,0.034200
r5d.xlarge,2019-09-01 22:35,ap-northeast-1,ap-northeast-1c,0.073500
m3.large,2019-09-01 21:10,ap-northeast-1,ap-northeast-1c,0.034200
m5.2xlarge,2019-09-01 18:15,ap-northeast-1,ap-northeast-1c,0.151800
m5.large,2019-09-01 15:22,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-09-01 14:36,ap-northeast-1,ap-northeast-1c,0.073400
r3.xlarge,2019-09-01 13:31,ap-northeast-1,ap-northeast-1c,0.068100
m5.2xlarge,2019-09-01 11:17,ap-northeast-1,ap-northeast-1c,0.151700
r5d.xlarge,2019-09-01 11:09,ap-northeast-1,ap-northeast-1c,0.073400
m5.xlarge,2019-09-01 08:22,ap-northeast-1,ap-northeast-1c,0.070800
r3.xlarge,2019-09-01 06:42,ap-northeast-1,ap-northeast-1c,0.068000
m5.2xlarge,2019-09-01 04:03,ap-northeast-1,ap-northeast-1c,0.151100
m3.large,2019-09-01 02:06,ap-northeast-1,ap-northeast-1c,0.034300
m5.2xlarge,2019-08-31 22:28,ap-northeast-1,ap-northeast-1c,0.151000
r3.xlarge,2019-08-31 18:18,ap-northeast-1,ap-northeast-1c,0.067900
m5.xlarge,2019-08-31 18:09,ap-northeast-1,ap-northeast-1c,0.070900
m5.large,2019-08-31 15:22,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-08-31 14:43,ap-northeast-1,ap-northeast-1c,0.073500
m3.large,2019-08-31 13:17,ap-northeast-1,ap-northeast-1c,0.034400
m5.2xlarge,2019-08-31 22:28,ap-northeast-1,ap-northeast-1c,0.151000
r3.xlarge,2019-08-31 18:18,ap-northeast-1,ap-northeast-1c,0.067900
m5.xlarge,2019-08-31 18:09,ap-northeast-1,ap-northeast-1c,0.070900
m5.2xlarge,2019-08-31 15:38,ap-northeast-1,ap-northeast-1c,0.151300
m5.large,2019-08-31 15:22,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-08-31 14:43,ap-northeast-1,ap-northeast-1c,0.073500
m3.large,2019-08-31 13:17,ap-northeast-1,ap-northeast-1c,0.034400
m5.large,2019-08-31 10:16,ap-northeast-1,ap-northeast-1c,0.035300
m5.2xlarge,2019-08-31 08:24,ap-northeast-1,ap-northeast-1c,0.151400
m5.xlarge,2019-08-31 05:37,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-08-31 02:42,ap-northeast-1,ap-northeast-1c,0.151200
r3.xlarge,2019-08-31 01:09,ap-northeast-1,ap-northeast-1c,0.067800
m3.large,2019-08-31 01:02,ap-northeast-1,ap-northeast-1c,0.034500
r3.xlarge,2019-08-30 23:16,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-08-30 20:26,ap-northeast-1,ap-northeast-1c,0.151100
m3.large,2019-08-30 19:27,ap-northeast-1,ap-northeast-1c,0.034600
m5.xlarge,2019-08-30 19:10,ap-northeast-1,ap-northeast-1c,0.071100
r5d.xlarge,2019-08-30 14:43,ap-northeast-1,ap-northeast-1c,0.073500
m5.large,2019-08-30 10:15,ap-northeast-1,ap-northeast-1c,0.035300
r3.xlarge,2019-08-30 23:16,ap-northeast-1,ap-northeast-1c,0.067700
m5.2xlarge,2019-08-30 20:26,ap-northeast-1,ap-northeast-1c,0.151100
m3.large,2019-08-30 19:27,ap-northeast-1,ap-northeast-1c,0.034600
m5.xlarge,2019-08-30 19:10,ap-northeast-1,ap-northeast-1c,0.071100
r5d.xlarge,2019-08-30 14:43,ap-northeast-1,ap-northeast-1c,0.073500
m5.2xlarge,2019-08-30 13:36,ap-northeast-1,ap-northeast-1c,0.151500
m3.large,2019-08-30 13:02,ap-northeast-1,ap-northeast-1c,0.034700
m5.large,2019-08-30 10:15,ap-northeast-1,ap-northeast-1c,0.035300
m5.large,2019-08-30 08:43,ap-northeast-1,ap-northeast-1c,0.035400
m3.large,2019-08-30 07:37,ap-northeast-1,ap-northeast-1c,0.034900
m5.2xlarge,2019-08-30 06:46,ap-northeast-1,ap-northeast-1c,0.151600
m3.large,2019-08-30 03:01,ap-northeast-1,ap-northeast-1c,0.035000
m5.2xlarge,2019-08-29 23:32,ap-northeast-1,ap-northeast-1c,0.149600
m5.xlarge,2019-08-29 23:23,ap-northeast-1,ap-northeast-1c,0.071200
r3.xlarge,2019-08-29 23:15,ap-northeast-1,ap-northeast-1c,0.067700
r5d.xlarge,2019-08-29 14:43,ap-northeast-1,ap-northeast-1c,0.073500
m3.large,2019-08-29 14:09,ap-northeast-1,ap-northeast-1c,0.035100
m5.large,2019-08-29 08:43,ap-northeast-1,ap-northeast-1c,0.035400
m5.2xlarge,2019-08-29 23:32,ap-northeast-1,ap-northeast-1c,0.149600
m5.xlarge,2019-08-29 23:23,ap-northeast-1,ap-northeast-1c,0.071200
r3.xlarge,2019-08-29 23:15,ap-northeast-1,ap-northeast-1c,0.067700
r3.xlarge,2019-08-29 21:29,ap-northeast-1,ap-northeast-1c,0.067600
